time,rho,mean,sd,min,max
92,5,5.18,1.07,2.02,7.08
93,5,4.28,0.92,2.30,6.14
94,5,5.02,1.28,1.80,7.42
95,5,6.17,0.88,4.25,7.63
96,5,6.43,0.69,4.70,7.56
97,5,6.58,0.60,4.87,7.51
98,5,6.46,0.72,4.63,7.60
99,5,6.36,0.76,4.43,7.71
100,5,5.79,0.70,4.16,7.18
101,5,6.19,0.72,4.23,7.65
102,5,6.04,0.78,3.79,7.31
103,5,6.33,0.75,4.69,8.08
104,5,5.35,0.90,3.80,7.51
105,5,5.38,1.38,1.65,7.61
106,5,5.60,1.27,2.11,8.10
107,5,5.50,0.69,4.03,6.91
108,5,5.65,1.11,2.13,7.09
109,5,5.84,0.88,3.56,7.38
110,5,4.83,1.06,2.11,6.75
111,5,5.05,0.98,2.95,6.87
112,5,5.99,0.90,3.97,7.32
113,5,4.71,1.35,1.12,7.03
114,5,5.34,1.08,2.12,7.24
115,5,5.32,1.38,1.85,7.46
116,5,5.33,1.23,2.36,7.41
117,5,4.58,1.64,1.30,6.99
118,5,4.63,1.40,1.18,6.66
119,5,3.98,1.52,1.13,6.49
120,5,3.73,1.48,1.23,6.20
121,5,4.05,1.46,1.17,6.50
122,5,4.21,1.64,1.28,6.71
123,5,3.29,1.60,0.38,5.83
124,5,2.47,1.28,0.10,6.30
125,5,3.66,1.51,0.68,7.27
126,5,2.96,1.16,0.62,5.86
127,5,3.52,1.15,1.20,6.38
128,5,3.73,1.52,0.49,6.39
129,5,5.25,1.15,1.61,6.99
130,5,5.01,1.02,1.74,6.56
131,5,5.23,0.95,1.84,6.98
132,5,5.39,0.73,3.87,6.79
133,5,4.58,1.14,0.97,6.29
134,5,5.14,1.46,1.50,6.90
135,5,4.73,1.35,0.99,6.67
136,5,3.69,1.76,0.44,6.29
137,5,4.83,1.14,0.95,6.29
138,5,4.10,1.60,0.51,6.29
139,5,3.18,1.72,0.42,5.74
140,5,3.37,1.44,0.33,5.59
141,5,3.99,1.67,0.22,6.16
142,5,3.64,1.55,0.41,5.90
143,5,3.94,1.63,0.55,6.30
144,5,4.59,1.94,0.47,6.99
145,5,4.56,2.08,0.24,6.90
146,5,3.42,1.82,0.43,6.55
147,5,3.55,1.62,0.54,6.37
148,5,4.77,2.12,0.69,7.56
149,5,3.37,1.58,0.42,6.88
150,5,3.48,1.31,0.41,5.92
151,5,3.81,1.58,0.60,6.44
152,5,3.62,1.86,0.69,6.80
153,5,3.66,1.94,0.34,6.77
154,5,3.27,1.75,0.05,5.97
155,5,5.34,0.96,2.93,6.93
156,5,4.53,1.39,1.53,6.65
157,5,4.67,1.61,1.02,7.26
158,5,4.30,1.91,0.95,7.09
159,5,3.62,1.70,0.66,6.70
160,5,4.18,1.84,0.95,6.98
161,5,2.53,1.48,-0.04,5.54
162,5,3.02,1.70,0.20,5.79
163,5,3.05,1.64,0.53,5.89
164,5,3.37,1.65,0.59,6.06
165,5,4.06,1.50,0.73,6.19
166,5,4.99,0.89,1.70,6.49
167,5,3.69,1.50,0.76,6.09
168,5,4.58,1.17,1.16,6.43
169,5,4.11,1.78,1.03,6.67
170,5,4.50,1.68,0.94,6.74
171,5,5.47,0.74,3.41,6.89
172,5,5.61,0.85,2.73,6.86
173,5,5.29,1.11,1.42,6.96
174,5,5.64,1.14,2.49,7.57
175,5,6.15,0.87,3.42,7.58
176,5,5.30,1.15,2.58,7.23
177,5,5.57,0.96,2.63,7.25
178,5,5.14,1.45,1.64,7.01
179,5,5.53,1.01,2.60,7.09
180,5,5.48,1.19,1.80,7.36
181,5,3.10,1.57,0.19,6.44
182,5,2.73,1.30,0.36,5.35
183,5,2.85,2.01,-0.11,6.22
184,5,4.02,1.99,-0.05,6.67
185,5,3.30,1.83,0.12,6.45
186,5,3.96,1.77,0.19,6.83
187,5,4.21,1.55,0.74,6.49
188,5,3.41,1.86,0.78,6.56
189,5,4.38,2.14,1.13,7.64
190,5,4.17,1.97,0.61,7.26
191,5,4.66,2.06,1.18,7.60
192,5,3.98,1.99,0.62,7.11
193,5,4.64,1.60,0.46,6.98
194,5,2.67,1.58,0.54,5.66
195,5,3.61,1.90,0.26,6.90
196,5,4.37,2.17,0.31,7.31
197,5,4.52,1.98,0.24,7.26
198,5,5.50,1.61,0.80,7.49
199,5,4.17,1.50,0.52,6.66
200,5,2.96,1.72,0.22,5.97
201,5,3.51,1.64,0.51,6.24
202,5,4.07,1.93,0.42,6.93
203,5,5.37,1.42,1.42,7.31
204,5,4.41,2.11,0.53,7.41
205,5,3.99,1.89,0.83,7.00
206,5,3.72,1.89,0.61,6.75
207,5,4.12,2.00,0.47,6.65
208,5,3.75,1.79,0.60,6.33
209,5,3.73,1.60,0.76,6.25
210,5,4.71,1.29,1.07,6.58
211,5,4.92,0.99,1.46,6.34
212,5,5.48,0.89,2.99,6.97
213,5,5.04,1.28,1.44,6.57
214,5,5.58,0.93,1.94,6.79
215,5,5.67,0.94,2.67,7.03
216,5,5.36,1.15,1.38,6.91
217,5,4.86,1.51,1.01,6.72
218,5,4.70,1.31,1.08,6.38
219,5,3.93,1.25,1.33,5.85
220,5,3.99,1.45,1.10,6.29
221,5,4.24,1.41,1.27,6.41
222,5,3.99,1.34,1.23,6.02
223,5,4.30,1.46,1.32,6.62
224,5,4.07,1.65,1.45,7.02
225,5,4.49,1.79,1.47,7.19
226,5,4.22,1.80,1.06,6.90
227,5,4.00,1.36,1.48,6.28
228,5,4.08,1.57,1.38,6.64
229,5,3.74,1.75,1.13,6.97
230,5,4.35,1.93,1.31,7.30
231,5,5.30,1.63,1.73,7.42
232,5,5.97,0.91,2.80,7.19
233,5,5.44,0.91,3.03,6.83
234,5,4.56,1.18,1.81,6.79
235,5,3.73,1.14,1.37,6.16
236,5,3.85,1.28,1.31,6.15
237,5,4.68,1.28,1.49,6.68
238,5,4.24,1.84,0.42,7.15
239,5,3.96,1.84,0.56,7.12
240,5,3.26,1.42,0.59,6.17
241,5,3.63,1.12,1.38,5.90
242,5,4.08,1.17,1.64,6.48
243,5,3.66,1.08,1.35,5.97
244,5,3.38,0.91,1.37,5.23
245,5,2.66,1.22,0.55,4.74
246,5,2.32,1.27,0.16,4.67
247,5,3.06,1.27,0.54,5.61
248,5,2.37,1.42,-0.11,5.13
249,5,2.25,1.17,0.07,4.80
250,5,2.31,1.18,0.05,4.89
251,5,2.76,1.37,0.49,6.00
252,5,3.62,1.69,0.97,6.47
253,5,4.16,1.18,1.64,6.21
254,5,4.63,1.10,2.04,6.38
255,5,5.11,0.94,2.86,6.86
256,5,5.43,1.01,3.12,7.25
257,5,5.38,1.22,2.62,7.38
258,5,5.39,1.22,2.39,7.49
259,5,5.02,1.22,1.82,6.97
260,5,5.30,1.16,2.26,7.05
261,5,4.86,1.21,2.10,6.73
262,5,3.78,1.50,1.05,6.39
263,5,3.99,1.20,1.17,6.21
264,5,3.83,0.82,2.04,5.86
265,5,3.51,0.90,1.73,6.12
266,5,3.80,1.19,1.37,6.55
267,5,4.79,1.19,1.48,7.06
268,5,4.35,1.36,0.92,6.79
269,5,3.54,1.46,0.74,6.66
270,5,3.37,1.54,0.50,6.76
271,5,3.61,1.34,1.04,6.30
272,5,3.08,1.30,0.92,5.76
273,5,3.81,1.52,1.08,5.96
274,5,4.25,1.44,1.23,6.26
275,5,5.11,1.21,2.09,7.05
276,5,5.19,1.12,2.93,7.03
277,5,5.31,1.37,1.28,7.11
278,5,5.51,1.03,2.13,7.10
279,5,4.21,1.46,0.83,6.56
280,5,4.10,1.45,0.70,6.68
281,5,3.26,1.38,0.35,6.24
282,5,3.43,1.31,0.32,6.02
283,5,3.34,1.28,0.36,5.94
284,5,3.70,1.07,0.62,5.65
285,5,2.89,1.28,0.54,5.44
286,5,3.88,1.16,1.00,5.56
287,5,3.23,1.39,0.92,5.69
288,5,3.73,1.44,1.15,6.06
289,5,3.09,1.48,0.66,5.62
290,5,2.81,1.24,0.75,4.86
291,5,2.71,1.16,0.73,4.89
292,5,2.75,1.12,0.69,4.68
293,5,3.32,1.17,0.96,5.29
294,5,3.76,1.08,0.80,5.69
295,5,4.62,0.74,2.95,6.09
296,5,4.65,1.04,1.19,6.32
297,5,4.72,1.09,1.13,6.64
298,5,4.62,0.84,1.54,6.00
299,5,4.04,1.30,0.56,5.74
300,5,4.64,1.03,1.13,6.27
301,5,5.05,0.66,3.49,6.37
302,5,5.00,0.86,2.85,6.53
303,5,5.14,0.91,2.43,6.72
304,5,4.79,1.21,1.55,6.95
305,5,5.25,1.09,1.72,7.16
306,5,4.89,0.98,2.39,7.04
307,5,4.54,1.05,1.94,6.86
308,5,4.82,1.16,2.22,7.22
309,5,5.19,1.26,1.76,7.34
310,5,5.46,1.26,1.69,7.27
311,5,5.92,0.82,3.81,7.27
312,5,6.29,0.58,4.79,7.26
313,5,5.76,0.70,4.24,7.07
314,5,4.75,0.77,3.06,6.11
315,5,4.31,0.80,2.59,6.29
316,5,3.83,0.64,2.09,5.42
317,5,3.76,1.19,1.28,6.17
318,5,3.88,1.13,1.55,6.56
319,5,3.75,1.37,1.04,6.21
320,5,4.48,1.52,0.92,6.83
321,5,4.51,1.38,1.36,6.62
322,5,4.32,1.08,1.94,6.70
323,5,4.97,1.17,2.17,6.82
324,5,4.83,1.07,2.76,6.84
325,5,3.97,0.81,2.24,6.04
326,5,3.72,0.83,2.04,5.76
327,5,3.47,0.75,1.74,5.54
328,5,2.66,0.98,0.53,5.33
329,5,2.86,1.09,0.83,5.38
330,5,2.48,1.17,0.20,5.31
331,5,2.82,1.19,0.37,5.65
332,5,3.63,1.25,1.45,6.15
333,5,3.47,1.48,1.01,6.52
334,5,3.78,1.41,1.19,6.48
335,5,4.18,1.38,1.73,6.70
336,5,3.76,1.28,1.46,6.42
337,5,4.05,1.19,1.97,6.14
338,5,3.53,1.45,1.08,6.32
339,5,3.62,1.45,0.41,6.06
340,5,3.05,1.47,0.30,5.62
341,5,2.93,1.82,0.16,6.07
342,5,3.00,1.66,0.25,6.09
343,5,3.86,1.60,0.76,6.40
344,5,3.46,1.45,0.68,6.27
345,5,2.71,1.24,0.17,5.33
346,5,2.39,1.11,0.29,4.73
347,5,1.74,0.99,-0.01,3.82
348,5,2.82,0.83,0.64,4.45
349,5,4.10,1.06,0.73,6.08
350,5,3.93,1.15,0.69,6.50
351,5,4.62,1.47,0.78,7.23
352,5,3.84,1.53,0.18,6.80
353,5,3.90,1.18,0.87,6.41
354,5,3.14,1.31,0.09,6.43
355,5,3.12,1.53,0.00,6.00
356,5,3.04,1.67,0.02,6.21
357,5,2.53,1.47,-0.04,5.62
358,5,2.91,1.88,-0.13,6.41
359,5,3.87,1.92,0.24,6.64
360,5,3.66,1.68,0.38,6.46
361,5,3.98,1.94,0.50,6.84
362,5,4.02,2.09,0.54,6.93
363,5,2.99,1.55,0.40,6.25
364,5,3.36,1.73,0.20,6.22
365,5,3.07,1.53,0.52,6.42
366,5,2.56,0.97,0.96,5.23
367,5,3.63,1.14,1.60,6.00
368,5,2.31,0.96,0.42,4.84
369,5,2.02,0.95,0.31,4.70
370,5,2.29,1.28,0.26,5.24
371,5,2.26,1.29,0.33,5.60
372,5,2.78,1.15,0.87,5.60
373,5,3.02,1.11,0.68,5.34
374,5,3.49,1.30,1.04,5.90
375,5,3.34,1.22,0.89,5.47
376,5,3.03,1.41,0.82,5.65
377,5,4.36,1.84,0.94,7.10
378,5,3.84,1.15,1.30,5.95
379,5,2.61,0.88,0.59,4.64
380,5,2.65,0.97,0.69,5.10
381,5,3.16,1.31,0.68,5.72
382,5,3.46,1.89,0.06,6.90
383,5,3.39,2.16,-0.05,6.97
384,5,3.12,2.05,-0.07,6.76
385,5,3.24,2.03,-0.10,6.78
386,5,3.44,1.85,0.15,6.41
387,5,3.92,1.70,0.13,6.63
388,5,3.35,1.70,0.17,6.41
389,5,2.66,1.33,0.47,5.30
390,5,2.75,1.19,0.16,5.13
391,5,5.22,0.65,3.85,6.98
392,5,4.98,0.78,3.31,6.81
393,5,4.93,0.95,2.22,6.59
394,5,4.95,0.89,2.94,6.72
395,5,5.13,0.86,2.87,6.85
396,5,5.30,0.94,3.13,7.02
397,5,5.68,0.74,3.92,7.06
398,5,5.34,1.03,2.10,6.77
399,5,5.73,0.66,4.04,6.74
400,5,6.01,0.59,4.51,6.93
401,5,5.94,0.66,4.43,7.09
402,5,5.69,0.76,4.21,7.07
403,5,5.63,0.71,4.09,6.82
404,5,5.99,0.62,4.34,7.04
405,5,5.87,0.60,4.38,6.98
406,5,5.80,0.60,3.90,7.11
407,5,6.09,0.65,4.40,7.28
408,5,6.18,0.64,4.62,7.41
409,5,6.31,0.65,4.80,7.51
410,5,5.88,0.63,4.34,7.11
411,5,5.65,0.72,4.23,7.34
412,5,5.33,0.76,4.20,7.19
413,5,5.11,0.63,4.16,6.77
414,5,5.06,0.60,4.08,6.64
415,5,5.02,0.58,3.83,6.78
416,5,5.22,0.57,3.99,6.51
417,5,5.27,0.64,3.69,6.38
418,5,5.19,0.80,3.19,6.57
419,5,4.98,0.83,2.76,6.44
420,5,5.04,0.96,2.70,6.87
421,5,5.31,1.12,1.95,7.01
422,5,5.26,1.30,1.13,6.99
423,5,4.66,1.03,1.72,6.50
424,5,5.30,0.90,3.37,6.84
425,5,4.63,1.23,1.79,7.06
426,5,4.80,1.54,1.18,7.12
427,5,5.23,1.14,1.84,7.17
428,5,4.86,1.43,1.11,7.12
429,5,4.87,1.21,2.11,7.00
430,5,4.36,1.11,1.93,6.53
431,5,3.97,1.07,1.19,6.08
432,5,3.94,0.91,1.57,5.83
433,5,4.60,0.64,3.19,5.99
434,5,4.78,0.75,3.02,6.14
435,5,4.96,0.99,2.58,6.68
436,5,5.02,1.20,1.92,6.85
437,5,4.74,1.17,1.70,6.47
438,5,5.03,1.08,2.13,6.40
439,5,4.78,1.43,1.95,6.71
440,5,5.04,1.18,2.62,6.68
441,5,5.33,1.24,2.88,7.04
442,5,5.30,1.21,3.20,7.05
443,5,4.42,1.20,2.69,6.62
444,5,4.42,1.30,2.33,6.79
445,5,4.70,1.22,2.29,6.86
446,5,5.02,1.07,2.80,6.81
447,5,5.56,0.84,2.81,6.72
448,5,5.62,0.70,3.76,6.71
449,5,5.13,0.80,3.13,6.44
450,5,5.06,0.83,3.05,6.44
451,5,5.38,0.98,2.21,6.82
452,5,4.93,0.99,1.96,6.35
453,5,4.94,1.33,0.92,6.60
454,5,5.24,1.08,1.15,6.64
455,5,5.18,1.06,1.57,6.56
456,5,5.35,0.78,2.78,6.50
457,5,5.31,0.83,2.45,6.69
458,5,5.18,1.14,1.40,6.74
459,5,5.61,0.75,3.82,6.86
460,5,5.53,0.72,3.33,6.61
461,5,5.67,0.57,4.36,6.80
462,5,5.55,0.63,4.04,6.56
463,5,5.72,0.65,4.10,6.88
464,5,5.48,0.71,3.58,6.70
465,5,5.41,0.60,4.27,6.56
466,5,4.83,0.80,3.05,6.57
467,5,5.26,0.82,3.40,7.09
468,5,5.63,0.79,3.17,7.21
469,5,5.44,0.82,3.18,7.19
470,5,5.43,0.89,3.55,7.40
471,5,5.04,1.17,1.69,7.43
472,5,5.10,1.18,1.80,7.68
473,5,5.22,0.96,2.90,7.16
474,5,6.20,0.74,4.55,7.48
475,5,5.91,0.88,3.73,7.48
476,5,4.24,1.27,1.29,6.42
477,5,5.40,0.83,3.27,6.84
478,5,4.55,1.16,1.61,6.23
479,5,4.41,1.17,0.96,6.28
480,5,4.77,1.14,2.00,6.55
481,5,5.58,0.82,3.66,6.89
482,5,5.80,0.91,3.44,7.19
483,5,6.05,0.87,4.04,7.37
484,5,5.87,0.90,3.78,7.12
485,5,5.83,1.06,2.93,7.31
486,5,6.26,0.74,4.17,7.39
487,5,6.32,0.71,4.51,7.35
488,5,5.99,0.91,3.89,7.26
489,5,5.84,0.89,3.91,7.19
490,5,5.86,0.82,3.78,7.17
491,5,5.48,0.88,3.61,6.90
492,5,5.64,0.91,3.93,7.17
493,5,5.78,0.75,4.36,7.12
494,5,5.84,0.78,4.15,7.20
495,5,4.87,1.36,1.39,7.00
496,5,5.23,1.18,2.33,7.17
497,5,5.50,1.11,2.82,7.29
498,5,4.74,1.12,2.25,6.56
499,5,5.03,1.24,1.32,6.81
500,5,4.40,1.54,0.43,6.74
0,6,3.18,1.11,0.24,4.65
1,6,3.48,1.05,0.67,5.28
2,6,3.05,1.38,0.16,5.06
3,6,2.89,1.54,-0.12,5.11
4,6,2.71,1.55,-0.07,5.14
5,6,1.85,1.51,-0.20,4.57
6,6,2.20,1.50,-0.10,4.64
7,6,3.51,1.29,-0.29,5.16
8,6,2.53,1.40,-0.26,4.60
9,6,2.75,1.27,-0.04,4.50
10,6,2.25,1.08,-0.17,4.23
11,6,2.57,0.90,0.80,4.25
12,6,2.18,1.28,-0.22,4.25
13,6,2.10,1.18,-0.12,4.18
14,6,1.55,1.07,-0.17,4.06
15,6,2.46,1.07,0.13,4.70
16,6,2.61,0.93,0.58,4.62
17,6,2.29,0.86,0.83,4.18
18,6,2.71,1.12,0.69,4.89
19,6,3.44,0.94,0.78,5.01
20,6,3.83,0.72,2.37,5.36
21,6,3.64,0.73,1.19,5.16
22,6,3.45,0.83,0.79,4.91
23,6,3.20,0.84,0.70,4.96
24,6,2.88,0.71,1.29,4.23
25,6,3.46,0.63,1.74,4.73
26,6,2.92,0.71,1.09,4.16
27,6,3.03,0.90,0.97,4.44
28,6,3.16,1.04,0.92,4.76
29,6,3.16,0.89,1.01,4.75
30,6,3.38,0.81,1.57,5.12
31,6,3.75,1.17,1.08,5.39
32,6,3.80,1.35,0.89,5.66
33,6,3.79,1.24,0.93,5.92
34,6,3.63,1.17,0.76,5.52
35,6,3.60,1.12,0.94,5.42
36,6,3.94,0.83,1.80,5.47
37,6,3.77,0.74,1.54,5.09
38,6,3.54,0.82,1.43,5.48
39,6,3.73,0.81,1.73,5.45
40,6,3.93,0.84,1.71,5.70
41,6,4.33,0.90,2.02,6.13
42,6,4.31,0.94,2.19,6.21
43,6,4.53,1.02,2.27,6.35
44,6,4.46,0.91,2.46,6.12
45,6,4.56,0.81,2.50,6.04
46,6,4.57,0.67,3.22,5.85
47,6,4.09,0.66,2.62,5.58
48,6,3.62,0.60,2.14,5.03
49,6,3.40,0.69,1.60,4.69
50,6,3.30,0.50,1.88,4.19
51,6,3.38,0.42,2.20,4.45
52,6,3.38,0.41,2.12,4.17
53,6,3.33,0.39,2.08,4.02
54,6,3.13,0.40,1.58,3.75
55,6,3.50,0.48,2.15,4.55
56,6,3.50,0.41,2.72,4.54
57,6,3.46,0.41,2.65,4.49
58,6,3.39,0.52,2.39,4.72
59,6,3.43,0.39,2.45,4.28
60,6,3.34,0.54,1.93,4.33
61,6,3.41,0.63,1.74,4.64
62,6,3.28,0.59,1.58,4.34
63,6,3.07,0.57,1.47,4.26
64,6,3.17,0.70,0.62,5.21
65,6,3.47,0.66,2.07,5.24
66,6,2.93,0.62,0.87,4.27
67,6,2.69,0.79,0.29,4.40
68,6,2.34,0.78,0.52,4.28
69,6,3.17,1.02,1.34,5.16
70,6,3.48,1.02,1.46,5.50
71,6,2.90,0.71,1.40,4.48
72,6,2.12,0.83,0.55,3.76
73,6,1.75,0.93,0.25,3.25
74,6,2.07,0.78,0.63,3.53
75,6,2.58,0.83,0.81,4.22
76,6,3.14,0.81,0.97,5.00
77,6,3.04,0.95,0.42,5.11
78,6,3.03,1.03,0.32,5.40
79,6,3.25,0.83,0.88,5.10
80,6,2.60,1.05,-0.05,5.08
81,6,2.99,1.15,0.13,5.39
82,6,3.26,0.99,0.64,5.47
83,6,3.41,0.90,0.52,5.06
84,6,3.69,0.72,1.35,5.15
85,6,3.69,0.95,0.34,5.47
86,6,3.59,0.92,0.56,5.52
87,6,3.71,1.02,0.02,5.81
88,6,3.43,0.97,-0.15,5.42
89,6,3.55,1.18,-0.15,5.48
90,6,2.77,1.13,-0.25,4.63
91,6,2.46,1.15,-0.23,4.32
92,6,2.55,1.21,-0.17,4.75
93,6,2.03,0.86,-0.15,3.53
94,6,2.69,1.08,0.79,4.26
95,6,4.20,0.85,2.49,6.45
96,6,4.43,0.91,2.20,6.35
97,6,4.89,0.99,2.34,6.83
98,6,4.81,1.00,2.27,6.84
99,6,4.46,0.85,2.15,6.23
100,6,4.33,0.61,2.66,5.43
101,6,4.15,0.91,1.06,5.64
102,6,4.30,0.91,1.15,6.12
103,6,4.54,0.74,1.74,6.11
104,6,3.61,0.86,0.61,5.11
105,6,2.91,1.28,0.58,4.67
106,6,3.19,1.22,0.90,5.11
107,6,3.80,0.83,1.14,5.07
108,6,3.64,1.38,0.77,5.63
109,6,3.68,1.22,0.52,5.65
110,6,3.06,1.22,0.56,5.11
111,6,3.53,1.02,0.88,5.67
112,6,3.99,1.42,0.66,6.16
113,6,2.95,1.57,0.08,5.28
114,6,3.59,1.43,0.50,6.01
115,6,3.74,1.38,0.89,6.14
116,6,4.00,1.41,0.71,6.49
117,6,3.11,1.54,0.60,5.70
118,6,3.27,1.36,0.58,5.47
119,6,2.78,1.47,0.47,5.49
120,6,2.41,1.44,0.61,4.87
121,6,2.77,1.58,0.33,5.17
122,6,2.40,1.60,0.31,5.43
123,6,1.39,1.34,-0.16,4.57
124,6,0.90,0.89,-0.31,3.12
125,6,1.64,1.07,-0.13,4.66
126,6,1.30,0.82,-0.30,3.35
127,6,1.28,0.69,0.13,3.13
128,6,1.31,1.15,-0.27,3.84
129,6,2.81,1.79,-0.38,5.27
130,6,2.75,1.42,-0.48,4.70
131,6,3.04,1.24,0.33,4.81
132,6,3.38,1.08,0.50,5.22
133,6,2.06,1.35,-0.50,4.48
134,6,3.29,1.61,0.41,5.93
135,6,2.99,1.43,0.08,5.31
136,6,2.16,1.53,-0.18,4.89
137,6,3.07,1.43,0.00,5.16
138,6,2.47,1.56,-0.11,4.99
139,6,1.72,1.57,-0.25,4.53
140,6,1.87,1.51,-0.26,4.51
141,6,2.08,1.74,-0.62,4.84
142,6,1.84,1.47,-0.40,4.65
143,6,1.99,1.57,-0.45,4.92
144,6,2.41,1.75,-0.20,5.23
145,6,3.04,2.01,0.00,5.95
146,6,2.16,1.54,0.03,4.66
147,6,2.43,1.56,0.01,4.87
148,6,3.16,2.20,-0.05,6.70
149,6,1.74,1.24,-0.18,3.90
150,6,1.83,1.21,-0.27,4.17
151,6,1.80,1.12,0.00,4.35
152,6,1.59,0.93,0.08,4.28
153,6,1.96,1.48,-0.07,5.01
154,6,1.65,1.41,-0.36,4.49
155,6,3.21,1.23,0.45,5.32
156,6,2.37,1.47,-0.02,4.86
157,6,2.45,1.69,0.04,5.59
158,6,2.73,1.69,0.08,5.61
159,6,2.25,1.37,0.05,4.64
160,6,2.05,1.52,-0.15,5.24
161,6,1.34,1.10,-0.45,3.94
162,6,1.83,1.54,-0.30,4.86
163,6,1.82,1.34,-0.11,4.65
164,6,2.03,1.32,0.11,4.57
165,6,2.38,1.33,0.02,4.74
166,6,2.90,1.23,-0.12,4.74
167,6,2.46,1.29,0.27,4.40
168,6,2.80,1.35,0.19,4.75
169,6,2.46,1.48,0.36,4.82
170,6,2.83,1.53,0.26,5.48
171,6,3.93,0.88,0.64,5.19
172,6,3.81,1.26,0.74,5.78
173,6,3.31,1.53,0.13,5.56
174,6,3.48,1.43,0.69,5.97
175,6,3.83,1.51,0.15,6.52
176,6,2.94,1.11,0.64,5.05
177,6,3.23,1.18,0.69,4.96
178,6,3.08,1.39,1.00,5.45
179,6,3.43,1.34,0.60,5.50
180,6,3.16,1.50,0.38,5.48
181,6,1.63,1.19,-0.05,4.41
182,6,1.61,1.26,-0.21,4.25
183,6,1.68,1.71,-0.34,4.87
184,6,2.07,1.90,-0.41,5.25
185,6,1.45,1.23,-0.24,4.26
186,6,2.24,1.68,-0.17,4.78
187,6,2.55,1.68,0.01,5.09
188,6,2.06,1.50,-0.03,5.04
189,6,2.80,2.00,0.34,6.69
190,6,2.10,1.75,-0.13,5.99
191,6,2.90,2.07,0.10,6.78
192,6,2.16,1.75,-0.06,5.58
193,6,2.06,1.84,-0.48,5.58
194,6,1.57,1.45,-0.06,4.50
195,6,1.86,1.64,-0.52,5.24
196,6,2.15,1.99,-0.39,5.90
197,6,2.27,2.00,-0.36,5.87
198,6,2.91,2.15,-0.20,6.35
199,6,2.07,1.59,-0.18,5.03
200,6,1.53,1.27,-0.19,3.84
201,6,1.70,1.38,-0.12,4.25
202,6,1.75,1.43,-0.03,4.79
203,6,2.60,1.76,-0.05,6.03
204,6,2.40,2.03,-0.07,6.60
205,6,1.94,1.46,-0.01,5.01
206,6,1.97,1.56,0.18,5.11
207,6,2.09,1.90,0.09,5.38
208,6,2.23,1.92,0.14,5.52
209,6,2.19,1.72,0.18,5.04
210,6,2.86,1.71,0.19,5.10
211,6,3.46,1.48,0.19,5.34
212,6,3.73,1.44,0.74,5.98
213,6,3.37,1.74,0.44,5.57
214,6,3.99,1.59,0.32,5.96
215,6,3.77,1.40,0.59,5.96
216,6,3.32,1.50,0.26,5.71
217,6,3.24,1.70,0.33,5.46
218,6,3.06,1.65,0.20,4.95
219,6,2.49,1.32,-0.04,4.46
220,6,2.44,1.40,-0.09,4.65
221,6,2.81,1.51,0.06,4.70
222,6,2.17,1.19,-0.05,4.30
223,6,2.08,1.24,-0.15,4.53
224,6,2.02,1.29,-0.27,5.47
225,6,2.20,1.54,-0.37,5.77
226,6,2.23,1.42,-0.08,5.60
227,6,2.17,1.02,-0.05,4.20
228,6,2.29,1.10,0.30,4.44
229,6,2.20,1.27,0.23,4.48
230,6,2.38,1.28,0.39,4.74
231,6,2.99,1.33,0.86,5.73
232,6,4.17,1.12,1.45,6.07
233,6,3.83,1.22,0.66,5.67
234,6,3.04,1.19,0.54,4.69
235,6,2.07,0.96,0.10,4.21
236,6,2.13,1.15,-0.03,4.34
237,6,2.83,1.36,0.08,5.24
238,6,1.77,1.49,-0.25,4.97
239,6,1.80,1.54,-0.31,5.07
240,6,1.54,0.99,-0.20,3.62
241,6,1.86,0.76,0.19,3.58
242,6,2.21,0.82,0.55,4.43
243,6,2.17,0.85,0.56,3.85
244,6,2.15,0.89,0.60,3.68
245,6,1.63,0.96,0.08,3.72
246,6,1.28,0.95,-0.26,3.18
247,6,1.38,0.87,0.00,3.73
248,6,0.95,1.01,-0.43,3.89
249,6,1.24,1.01,-0.33,3.74
250,6,1.27,0.95,-0.32,3.65
251,6,1.36,1.01,-0.26,4.13
252,6,1.81,1.45,-0.18,4.81
253,6,2.22,1.23,-0.14,4.49
254,6,2.53,1.20,-0.26,4.54
255,6,2.74,1.13,-0.12,4.82
256,6,3.24,1.21,0.40,5.54
257,6,3.44,0.98,0.82,5.67
258,6,3.06,1.15,0.02,5.24
259,6,2.38,1.35,0.06,4.68
260,6,2.62,1.29,0.15,4.84
261,6,2.59,1.18,0.35,4.90
262,6,2.08,1.17,0.22,4.50
263,6,2.28,1.01,0.26,4.18
264,6,2.13,0.92,0.00,3.78
265,6,2.08,0.92,-0.15,3.67
266,6,2.06,1.20,-0.13,4.27
267,6,2.49,1.10,-0.01,4.37
268,6,1.87,1.14,-0.09,4.26
269,6,1.64,1.01,-0.01,4.11
270,6,1.21,0.93,-0.22,3.50
271,6,1.40,0.82,-0.11,3.53
272,6,1.41,0.74,0.26,3.68
273,6,1.84,1.16,0.41,4.34
274,6,1.93,1.26,0.25,4.29
275,6,2.34,1.18,0.40,4.52
276,6,2.49,0.94,0.52,4.57
277,6,2.86,1.47,0.45,5.21
278,6,2.92,1.37,0.48,5.25
279,6,1.74,1.04,0.07,3.86
280,6,1.79,1.11,-0.03,4.23
281,6,1.31,0.93,-0.32,3.60
282,6,1.31,0.82,-0.26,3.13
283,6,1.20,0.82,-0.37,3.07
